pdf_file,pdf_url,office1,candidate1_1,candidate1_2,candidate1_3,office2,candidate2_1,candidate2_2,office3,candidate3_1,candidate3_2,office4,candidate4_1,candidate4_2,office5,candidate5_1,candidate5_2,office6,candidate6_1,office7,candidate7_1,candidate7_2,office8,candidate8_1,office9,candidate9_1,candidate9_2,office10,candidate10_1,office11,candidate11_1
SURRY-20221108-SAMPLE-E-B0002-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/SURRY-20221108-SAMPLE-E-B0002-GEN.pdf,NC District Court Judge District 17B - Seat 3,Marion M. Boone,,,NC District Court Judge District 17B - Seat 1,Gretchen Hollar Kirkman,,NC District Court Judge District 17B - Seat 2,Tom Langan,- VOTE BOTH SIDES -,,,,,,,,,,,,,,,,,,,,
WAKE-20221108-SAMPLE-U-B0007-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/WAKE-20221108-SAMPLE-U-B0007-GEN.pdf,NC District Court Judge District 10A - Seat 1,Rashad Hauter,,,NC District Court Judge District 10A - Seat 3 Unexpired term ending 2025,Cynthia Baddour Kenney,,,,,,,,,,,,,,,,,,,,,,,,
WAKE-20221108-SAMPLE-U-B0017-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/WAKE-20221108-SAMPLE-U-B0017-GEN.pdf,NC District Court Judge District 10F - Seat 1,Asia Prince,Jennifer Bedford,,,,,,,,,,,,,,,,,,,,,,,,,,,
VANCE-20221108-SAMPLE-E-B0018-MIDD_01-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/VANCE-20221108-SAMPLE-E-B0018-MIDD_01-GEN.pdf,NC District Court Judge District 9B - Seat 1,Ben Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORSYTH-20221108-SAMPLE-E-B0027-065-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/FORSYTH-20221108-SAMPLE-E-B0027-065-GEN.pdf,NC District Court Judge District 21 - Seat 3,Theodore (Ted) Kazakos,,,NC District Court Judge District 21 - Seat 4,George Cleland,,NC District Court Judge District 21 - Seat 9 Unexpired term ending 2025,Kristin Kelly Broyles,,NC District Court Judge District 21 - Seat 1,Valene K. McMasters,,NC District Court Judge District 21 - Seat 2,Fred Adams,- VOTE BOTH SIDES -,,,,,,,,,,,,,,
WAYNE-20221108-SAMPLE-E-B0057-28_09-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/WAYNE-20221108-SAMPLE-E-B0057-28_09-GEN.pdf,NC District Court Judge District 8 - Seat 4,Chris Rogerson,,,NC District Court Judge District 8 - Seat 5,Justin Lee Minshew,,NC District Court Judge District 8 - Seat 1,Beth Heath,- VOTE BOTH SIDES -,,,,,,,,,,,,,,,,,,,,
FORSYTH-20221108-SAMPLE-E-B0019-052-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/FORSYTH-20221108-SAMPLE-E-B0019-052-GEN.pdf,NC Superior Court Judge District 21A - Seat 2,Aaron J. Berlin,DISTRICT OFFICES,,NC Superior Court Judge District 21A - Seat 1,Richard S. Gottlieb,- VOTE BOTH SIDES -,NC District Court Judge District 21 - Seat 1,Valene K. McMasters,,NC District Court Judge District 21 - Seat 2,Fred Adams,,NC District Court Judge District 21 - Seat 3,Theodore (Ted) Kazakos,,NC District Court Judge District 21 - Seat 4,George Cleland,NC District Court Judge District 21 - Seat 9 Unexpired term ending 2025,Kristin Kelly Broyles,,,,,,,,,,
YADKIN-20221108-SAMPLE-E-B0004-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/YADKIN-20221108-SAMPLE-E-B0004-GEN.pdf,NC Superior Court Judge District 23 - Seat 1,Michael D. Duncan,,,NC District Court Judge District 23 - Seat 2,William (Bill) Brooks,,NC District Court Judge District 23 - Seat 3,Laura Byrd Luffman,,NC District Court Judge District 23 - Seat 1,Robert (Rob) Crumpton,- VOTE BOTH SIDES -,,,,,,,,,,,,,,,,,
WAYNE-20221108-SAMPLE-E-B0056-28_05-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/WAYNE-20221108-SAMPLE-E-B0056-28_05-GEN.pdf,NC District Court Judge District 8 - Seat 4,Chris Rogerson,,,NC District Court Judge District 8 - Seat 5,Justin Lee Minshew,,NC District Court Judge District 8 - Seat 1,Beth Heath,- VOTE BOTH SIDES -,,,,,,,,,,,,,,,,,,,,
CUMBERLAND-20221108-SAMPLE-E-B0085-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/CUMBERLAND-20221108-SAMPLE-E-B0085-GEN.pdf,NC District Court Judge District 12 - Seat 7,Caitlin Evans,,,NC District Court Judge District 12 - Seat 1,Toni S. King,,NC District Court Judge District 12 - Seat 2,Frances McDuffie,,NC District Court Judge District 12 - Seat 3,David H. Hasty,,NC District Court Judge District 12 - Seat 4,Stephen Craig Stokes,,NC District Court Judge District 12 - Seat 5,Cheri Siler-Mack,NC District Court Judge District 12 - Seat 6,Rosalyn Hood,Jonathan C. Strange,,,,,,,,,
FORSYTH-20221108-SAMPLE-E-B0045-111-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/FORSYTH-20221108-SAMPLE-E-B0045-111-GEN.pdf,NC District Court Judge District 21 - Seat 3,Theodore (Ted) Kazakos,,,NC District Court Judge District 21 - Seat 4,George Cleland,,NC District Court Judge District 21 - Seat 9 Unexpired term ending 2025,Kristin Kelly Broyles,,NC District Court Judge District 21 - Seat 1,Valene K. McMasters,,NC District Court Judge District 21 - Seat 2,Fred Adams,- VOTE BOTH SIDES -,,,,,,,,,,,,,,
CUMBERLAND-20221108-SAMPLE-E-B0095-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/CUMBERLAND-20221108-SAMPLE-E-B0095-GEN.pdf,NC District Court Judge District 12 - Seat 7,Caitlin Evans,,,NC District Court Judge District 12 - Seat 1,Toni S. King,,NC District Court Judge District 12 - Seat 2,Frances McDuffie,,NC District Court Judge District 12 - Seat 3,David H. Hasty,,NC District Court Judge District 12 - Seat 4,Stephen Craig Stokes,,NC District Court Judge District 12 - Seat 5,Cheri Siler-Mack,NC District Court Judge District 12 - Seat 6,Rosalyn Hood,Jonathan C. Strange,,,,,,,,,
MECKLENBURG-20221108-SAMPLE-E-B0037-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/MECKLENBURG-20221108-SAMPLE-E-B0037-GEN.pdf,NC Superior Court Judge District 26E - Seat 1,Reggie E. McKnight,,,NC District Court Judge District 26 - Seat 18,Cecilia Oseguera,,NC District Court Judge District 26 - Seat 19,Samantha C. Mobley,,NC District Court Judge District 26 - Seat 20,Karen D. McCallum,,NC District Court Judge District 26 - Seat 21,Rhonda L. Patterson,,NC District Court Judge District 26 - Seat 1 Unexpired term ending 2025,Shante' Burke-Hayer,NC District Court Judge District 26 - Seat 13,Roderick G. Davis,,NC District Court Judge District 26 - Seat 14,Alyssa M. Levine,NC District Court Judge District 26 - Seat 15,Jennifer Fleet,,NC District Court Judge District 26 - Seat 16,Matt Newton,NC District Court Judge District 26 - Seat 17,Paige McThenia
MECKLENBURG-20221108-SAMPLE-E-B0027-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/MECKLENBURG-20221108-SAMPLE-E-B0027-GEN.pdf,NC Superior Court Judge District 26E - Seat 1,Reggie E. McKnight,,,NC District Court Judge District 26 - Seat 18,Cecilia Oseguera,,NC District Court Judge District 26 - Seat 19,Samantha C. Mobley,,NC District Court Judge District 26 - Seat 20,Karen D. McCallum,,NC District Court Judge District 26 - Seat 21,Rhonda L. Patterson,,NC District Court Judge District 26 - Seat 1 Unexpired term ending 2025,Shante' Burke-Hayer,NC District Court Judge District 26 - Seat 13,Roderick G. Davis,,NC District Court Judge District 26 - Seat 14,Alyssa M. Levine,NC District Court Judge District 26 - Seat 15,Jennifer Fleet,,NC District Court Judge District 26 - Seat 16,Matt Newton,NC District Court Judge District 26 - Seat 17,Paige McThenia
MECKLENBURG-20221108-SAMPLE-E-B0055-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/MECKLENBURG-20221108-SAMPLE-E-B0055-GEN.pdf,NC Superior Court Judge District 26A - Seat 1,"Donald Cureton, Jr.",Paulina N. Havelka,,NC District Court Judge District 26 - Seat 18,Cecilia Oseguera,,NC District Court Judge District 26 - Seat 19,Samantha C. Mobley,,NC District Court Judge District 26 - Seat 20,Karen D. McCallum,,NC District Court Judge District 26 - Seat 21,Rhonda L. Patterson,,NC District Court Judge District 26 - Seat 1 Unexpired term ending 2025,Shante' Burke-Hayer,NC District Court Judge District 26 - Seat 13,Roderick G. Davis,,NC District Court Judge District 26 - Seat 14,Alyssa M. Levine,NC District Court Judge District 26 - Seat 15,Jennifer Fleet,,NC District Court Judge District 26 - Seat 16,Matt Newton,NC District Court Judge District 26 - Seat 17,Paige McThenia
MECKLENBURG-20221108-SAMPLE-E-B0045-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/MECKLENBURG-20221108-SAMPLE-E-B0045-GEN.pdf,NC Superior Court Judge District 26B - Seat 1,Matt Osman,Kimberly Best,,NC District Court Judge District 26 - Seat 18,Cecilia Oseguera,,NC District Court Judge District 26 - Seat 19,Samantha C. Mobley,,NC District Court Judge District 26 - Seat 20,Karen D. McCallum,,NC District Court Judge District 26 - Seat 21,Rhonda L. Patterson,,NC District Court Judge District 26 - Seat 1 Unexpired term ending 2025,Shante' Burke-Hayer,NC District Court Judge District 26 - Seat 13,Roderick G. Davis,,NC District Court Judge District 26 - Seat 14,Alyssa M. Levine,NC District Court Judge District 26 - Seat 15,Jennifer Fleet,,NC District Court Judge District 26 - Seat 16,Matt Newton,NC District Court Judge District 26 - Seat 17,Paige McThenia
VANCE-20221108-SAMPLE-E-B0034-NV_07-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/VANCE-20221108-SAMPLE-E-B0034-NV_07-GEN.pdf,NC District Court Judge District 9B - Seat 1,Ben Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORSYTH-20221108-SAMPLE-E-B0030-068-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/FORSYTH-20221108-SAMPLE-E-B0030-068-GEN.pdf,NC District Court Judge District 21 - Seat 3,Theodore (Ted) Kazakos,,,NC District Court Judge District 21 - Seat 4,George Cleland,,NC District Court Judge District 21 - Seat 9 Unexpired term ending 2025,Kristin Kelly Broyles,,NC District Court Judge District 21 - Seat 1,Valene K. McMasters,,NC District Court Judge District 21 - Seat 2,Fred Adams,- VOTE BOTH SIDES -,,,,,,,,,,,,,,
MOORE-20221108-SAMPLE-U-B0003-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/MOORE-20221108-SAMPLE-U-B0003-GEN.pdf,NC District Court Judge District 19D - Seat 2,Beth Tanner,,,NC District Court Judge District 19D - Seat 5,Regina M. Joe,,NC District Court Judge District 19D - Seat 1,Warren McSweeney,,,,,,,,,,,,,,,,,,,,,
ONSLOW-20221108-SAMPLE-V-B0014-MT24_-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/ONSLOW-20221108-SAMPLE-V-B0014-MT24_-GEN.pdf,NC Superior Court Judge District 4 -Seat 2,Bob Roupe,Republican Party,,NC District Court Judge District 4 -Seat 1,Mario White,Democratic Party,NC District Court Judge District 4 -Seat 2,Morgan H. Swinson,,,,,,,,,,,,,,,,,,,,,
VANCE-20221108-SAMPLE-E-B0054-WH_15-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/VANCE-20221108-SAMPLE-E-B0054-WH_15-GEN.pdf,NC District Court Judge District 9B - Seat 1,Ben Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NASH-20221108-SAMPLE-E-B0006-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/NASH-20221108-SAMPLE-E-B0006-GEN.pdf,NC District Court Judge District 7 - Seat 1,Pell Cooper,,,NC District Court Judge District 7 - Seat 2,Wayne S. Boyette,,,,,,,,,,,,,,,,,,,,,,,,
NASH-20221108-SAMPLE-E-B0016-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/NASH-20221108-SAMPLE-E-B0016-GEN.pdf,NC District Court Judge District 7 - Seat 1,Pell Cooper,,,NC District Court Judge District 7 - Seat 2,Wayne S. Boyette,,,,,,,,,,,,,,,,,,,,,,,,
LENOIR-20221108-SAMPLE-E-B0023-VANCE-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/LENOIR-20221108-SAMPLE-E-B0023-VANCE-GEN.pdf,NC District Court Judge District 8 - Seat 4,Chris Rogerson,,,NC District Court Judge District 8 - Seat 5,Justin Lee Minshew,,NC District Court Judge District 8 - Seat 1,Beth Heath,- VOTE BOTH SIDES -,,,,,,,,,,,,,,,,,,,,
NORTHAMPTON-20221108-SAMPLE-U-B0001-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/NORTHAMPTON-20221108-SAMPLE-U-B0001-GEN.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAYNE-20221108-SAMPLE-E-B0026-12_05-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/WAYNE-20221108-SAMPLE-E-B0026-12_05-GEN.pdf,NC District Court Judge District 8 - Seat 4,Chris Rogerson,,,NC District Court Judge District 8 - Seat 5,Justin Lee Minshew,,NC District Court Judge District 8 - Seat 1,Beth Heath,- VOTE BOTH SIDES -,,,,,,,,,,,,,,,,,,,,
WAKE-20221108-SAMPLE-U-B0065-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/WAKE-20221108-SAMPLE-U-B0065-GEN.pdf,NC District Court Judge District 10E - Seat 1,Sam Hamadani,,,NC District Court Judge District 10E - Seat 2,Louis Meyer,,,,,,,,,,,,,,,,,,,,,,,,
VANCE-20221108-SAMPLE-E-B0049-SH2_11-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/VANCE-20221108-SAMPLE-E-B0049-SH2_11-GEN.pdf,NC District Court Judge District 9B - Seat 1,Ben Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAKE-20221108-SAMPLE-U-B0075-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/WAKE-20221108-SAMPLE-U-B0075-GEN.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAKE-20221108-SAMPLE-U-B0081-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/WAKE-20221108-SAMPLE-U-B0081-GEN.pdf,NC District Court Judge District 10D - Seat 1,Margaret Eagles,,,NC District Court Judge District 10D - Seat 2,J. Brian Ratledge,,NC District Court Judge District 10D - Seat 3,Ned W. Mangum,,NC District Court Judge District 10D - Seat 4 Unexpired term ending 2025,Rhonda Graham Young,,,,,,,,,,,,,,,,,,
WAKE-20221108-SAMPLE-U-B0091-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/WAKE-20221108-SAMPLE-U-B0091-GEN.pdf,NC Superior Court Judge District 10A - Seat 1,Paul C. Ridgeway,,,NC District Court Judge District 10D - Seat 4 Unexpired term ending 2025,Rhonda Graham Young,,NC District Court Judge District 10D - Seat 1,Margaret Eagles,,NC District Court Judge District 10D - Seat 2,J. Brian Ratledge,,NC District Court Judge District 10D - Seat 3,Ned W. Mangum,,,,,,,,,,,,,,,
MECKLENBURG-20221108-SAMPLE-E-B0008-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/MECKLENBURG-20221108-SAMPLE-E-B0008-GEN.pdf,NC Superior Court Judge District 26A - Seat 1,"Donald Cureton, Jr.",Paulina N. Havelka,,NC District Court Judge District 26 - Seat 18,Cecilia Oseguera,,NC District Court Judge District 26 - Seat 19,Samantha C. Mobley,,NC District Court Judge District 26 - Seat 20,Karen D. McCallum,,NC District Court Judge District 26 - Seat 21,Rhonda L. Patterson,,NC District Court Judge District 26 - Seat 1 Unexpired term ending 2025,Shante' Burke-Hayer,NC District Court Judge District 26 - Seat 13,Roderick G. Davis,,NC District Court Judge District 26 - Seat 14,Alyssa M. Levine,NC District Court Judge District 26 - Seat 15,Jennifer Fleet,,NC District Court Judge District 26 - Seat 16,Matt Newton,NC District Court Judge District 26 - Seat 17,Paige McThenia
FORSYTH-20221108-SAMPLE-E-B0080-601-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/FORSYTH-20221108-SAMPLE-E-B0080-601-GEN.pdf,NC District Court Judge District 21 - Seat 3,Theodore (Ted) Kazakos,,,NC District Court Judge District 21 - Seat 4,George Cleland,,NC District Court Judge District 21 - Seat 9 Unexpired term ending 2025,Kristin Kelly Broyles,,NC District Court Judge District 21 - Seat 1,Valene K. McMasters,,NC District Court Judge District 21 - Seat 2,Fred Adams,- VOTE BOTH SIDES -,,,,,,,,,,,,,,
MECKLENBURG-20221108-SAMPLE-E-B0018-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/MECKLENBURG-20221108-SAMPLE-E-B0018-GEN.pdf,NC Superior Court Judge District 26E - Seat 1,Reggie E. McKnight,,,NC District Court Judge District 26 - Seat 18,Cecilia Oseguera,,NC District Court Judge District 26 - Seat 19,Samantha C. Mobley,,NC District Court Judge District 26 - Seat 20,Karen D. McCallum,,NC District Court Judge District 26 - Seat 21,Rhonda L. Patterson,,NC District Court Judge District 26 - Seat 1 Unexpired term ending 2025,Shante' Burke-Hayer,NC District Court Judge District 26 - Seat 13,Roderick G. Davis,,NC District Court Judge District 26 - Seat 14,Alyssa M. Levine,NC District Court Judge District 26 - Seat 15,Jennifer Fleet,,NC District Court Judge District 26 - Seat 16,Matt Newton,NC District Court Judge District 26 - Seat 17,Paige McThenia
VANCE-20221108-SAMPLE-E-B0013-HTOP_09-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/VANCE-20221108-SAMPLE-E-B0013-HTOP_09-GEN.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORSYTH-20221108-SAMPLE-E-B0054-202-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/FORSYTH-20221108-SAMPLE-E-B0054-202-GEN.pdf,NC District Court Judge District 21 - Seat 3,Theodore (Ted) Kazakos,,,NC District Court Judge District 21 - Seat 4,George Cleland,,NC District Court Judge District 21 - Seat 9 Unexpired term ending 2025,Kristin Kelly Broyles,,NC District Court Judge District 21 - Seat 1,Valene K. McMasters,,NC District Court Judge District 21 - Seat 2,Fred Adams,- VOTE BOTH SIDES -,,,,,,,,,,,,,,
VANCE-20221108-SAMPLE-E-B0002-CC_03-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/VANCE-20221108-SAMPLE-E-B0002-CC_03-GEN.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GASTON-20221108-SAMPLE-E-B0060-LUCIA-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/GASTON-20221108-SAMPLE-E-B0060-LUCIA-GEN.pdf,NC Superior Court Judge District 27A - Seat 2,Jesse Caldwell,Justin Davis,,NC District Court Judge District 27A - Seat 1,Craig Collins,,NC District Court Judge District 27A - Seat 2,Gus Anthony,,,,,,,,,,,,,,,,,,,,,
DURHAM-20221108-SAMPLE-U-B0010-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/DURHAM-20221108-SAMPLE-U-B0010-GEN.pdf,NC Superior Court Judge District 14B - Seat 1,Brian C. Wilks,,,NC District Court Judge District 14 - Seat 4,Dorothy Hairston Mitchell,,NC District Court Judge District 14 - Seat 5,Clayton Jones,,NC District Court Judge District 14 - Seat 6,Amanda L. Maris,,NC District Court Judge District 14 - Seat 1,Dave Hall,,NC District Court Judge District 14 - Seat 2,Doretta L. Walker,NC District Court Judge District 14 - Seat 3,Kevin E. Jones,,,,,,,,,,
WAYNE-20221108-SAMPLE-E-B0006-03_07-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/WAYNE-20221108-SAMPLE-E-B0006-03_07-GEN.pdf,NC District Court Judge District 8 - Seat 4,Chris Rogerson,,,NC District Court Judge District 8 - Seat 5,Justin Lee Minshew,,NC District Court Judge District 8 - Seat 1,Beth Heath,- VOTE BOTH SIDES -,,,,,,,,,,,,,,,,,,,,
DUPLIN-20221108-SAMPLE-E-B0016-FAISON-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/DUPLIN-20221108-SAMPLE-E-B0016-FAISON-GEN.pdf,NC Superior Court Judge District 4 - Seat 2,Bob Roupe,- VOTE BOTH SIDES -,,NC District Court Judge District 4 - Seat 1,Mario White,,NC District Court Judge District 4 - Seat 2,Morgan H. Swinson,,,,,,,,,,,,,,,,,,,,,
FORSYTH-20221108-SAMPLE-E-B0060-208-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/FORSYTH-20221108-SAMPLE-E-B0060-208-GEN.pdf,NC District Court Judge District 21 - Seat 3,Theodore (Ted) Kazakos,,,NC District Court Judge District 21 - Seat 4,George Cleland,,NC District Court Judge District 21 - Seat 9 Unexpired term ending 2025,Kristin Kelly Broyles,,NC District Court Judge District 21 - Seat 1,Valene K. McMasters,,NC District Court Judge District 21 - Seat 2,Fred Adams,- VOTE BOTH SIDES -,,,,,,,,,,,,,,
PERQUIMANS-20221108-SAMPLE-E-B0001-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/PERQUIMANS-20221108-SAMPLE-E-B0001-GEN.pdf,NC Superior Court Judge District 1 - Seat 1,Eula E. Reid,R. Andrew Womble,- VOTE BOTH SIDES -,NC District Court Judge District 1 - Seat 1,Robert P. Trivette,,NC District Court Judge District 1 - Seat 2,Jeff Moreland,,NC District Court Judge District 1 - Seat 3,Meader Harriss,,,,,,,,,,,,,,,,,,
WAKE-20221108-SAMPLE-U-B0038-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/WAKE-20221108-SAMPLE-U-B0038-GEN.pdf,NC District Court Judge District 10A - Seat 1,Rashad Hauter,,,NC District Court Judge District 10A - Seat 3 Unexpired term ending 2025,Cynthia Baddour Kenney,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20221108-SAMPLE-E-B0014-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/GUILFORD-20221108-SAMPLE-E-B0014-GEN.pdf,NC District Court Judge District 18 - Seat 1,Marc Ross Tyrey,,,NC District Court Judge District 18 - Seat 2,Larry L. Archie,,,,,,,,,,,,,,,,,,,,,,,,
CUMBERLAND-20221108-SAMPLE-E-B0003-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/CUMBERLAND-20221108-SAMPLE-E-B0003-GEN.pdf,NC District Court Judge District 12 - Seat 7,Caitlin Evans,,,NC District Court Judge District 12 - Seat 1,Toni S. King,,NC District Court Judge District 12 - Seat 2,Frances McDuffie,,NC District Court Judge District 12 - Seat 3,David H. Hasty,,NC District Court Judge District 12 - Seat 4,Stephen Craig Stokes,,NC District Court Judge District 12 - Seat 5,Cheri Siler-Mack,NC District Court Judge District 12 - Seat 6,Rosalyn Hood,Jonathan C. Strange,,,,,,,,,
CUMBERLAND-20221108-SAMPLE-E-B0013-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/CUMBERLAND-20221108-SAMPLE-E-B0013-GEN.pdf,NC District Court Judge District 12 - Seat 7,Caitlin Evans,,,NC District Court Judge District 12 - Seat 1,Toni S. King,,NC District Court Judge District 12 - Seat 2,Frances McDuffie,,NC District Court Judge District 12 - Seat 3,David H. Hasty,,NC District Court Judge District 12 - Seat 4,Stephen Craig Stokes,,NC District Court Judge District 12 - Seat 5,Cheri Siler-Mack,NC District Court Judge District 12 - Seat 6,Rosalyn Hood,Jonathan C. Strange,,,,,,,,,
WAKE-20221108-SAMPLE-U-B0028-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/WAKE-20221108-SAMPLE-U-B0028-GEN.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20221108-SAMPLE-E-B0004-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/GUILFORD-20221108-SAMPLE-E-B0004-GEN.pdf,NC District Court Judge District 18 - Seat 1,Marc Ross Tyrey,,,NC District Court Judge District 18 - Seat 2,Larry L. Archie,,,,,,,,,,,,,,,,,,,,,,,,
WAYNE-20221108-SAMPLE-E-B0051-26_01-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/WAYNE-20221108-SAMPLE-E-B0051-26_01-GEN.pdf,NC District Court Judge District 8 - Seat 4,Chris Rogerson,,,NC District Court Judge District 8 - Seat 5,Justin Lee Minshew,,NC District Court Judge District 8 - Seat 1,Beth Heath,- VOTE BOTH SIDES -,,,,,,,,,,,,,,,,,,,,
VANCE-20221108-SAMPLE-E-B0023-NH_07-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/VANCE-20221108-SAMPLE-E-B0023-NH_07-GEN.pdf,NC District Court Judge District 9B - Seat 1,Ben Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDGECOMBE-20221108-SAMPLE-E-B0009-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/EDGECOMBE-20221108-SAMPLE-E-B0009-GEN.pdf,NC District Court Judge District 7 - Seat 1,Pell Cooper,,,NC District Court Judge District 7 - Seat 2,Wayne S. Boyette,,,,,,,,,,,,,,,,,,,,,,,,
CUMBERLAND-20221108-SAMPLE-E-B0061-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2022-11-08/CUMBERLAND-20221108-SAMPLE-E-B0061-GEN.pdf,NC District Court Judge District 12 - Seat 7,Caitlin Evans,,,NC District Court Judge District 12 - Seat 1,Toni S. King,,NC District Court Judge District 12 - Seat 2,Frances McDuffie,,NC District Court Judge District 12 - Seat 3,David H. Hasty,,NC District Court Judge District 12 - Seat 4,Stephen Craig Stokes,,NC District Court Judge District 12 - Seat 5,Cheri Siler-Mack,NC District Court Judge District 12 - Seat 6,Rosalyn Hood,Jonathan C. Strange,,,,,,,,,
